family	label	build_sec	index_bytes	search_sec	recall
IVF_PQ	L512_m16_np64	7.3511298730009	24397492	4.828027497998846	0.648231
IVF_PQ	L512_m32_np1	8.678453177999472	40397492	0.2248706860045786	0.351737
IVF_PQ	L512_m32_np2	8.678453177999472	40397492	0.3699487420017249	0.498616
IVF_PQ	L512_m32_np4	8.678453177999472	40397492	0.6816055649978807	0.629287
IVF_PQ	L512_m32_np8	8.678453177999472	40397492	1.2564269619979314	0.718594
IVF_PQ	L512_m32_np16	8.678453177999472	40397492	2.3863273250026396	0.7639
IVF_PQ	L512_m32_np32	8.678453177999472	40397492	4.748904179999954	0.78095
IVF_PQ	L512_m32_np64	8.678453177999472	40397492	9.090177332996973	0.785021
IVF_PQ	L512_m64_np1	11.265172827996139	72397492	0.3841660359976231	0.360802
IVF_PQ	L512_m64_np2	11.265172827996139	72397492	0.7089729819999775	0.521051
IVF_PQ	L512_m64_np4	11.265172827996139	72397492	1.3319348049990367	0.681284
IVF_PQ	L512_m64_np8	11.265172827996139	72397492	2.5389473370014457	0.804086
IVF_PQ	L512_m64_np16	11.265172827996139	72397492	4.981960593002441	0.874502
IVF_PQ	L512_m64_np32	11.265172827996139	72397492	9.710088910003833	0.901398
IVF_PQ	L512_m64_np64	11.265172827996139	72397492	19.18018740700063	0.907823
IVF_PQ	L1024_m16_np1	16.93980547800311	24663732	0.1059470969994436	0.291577
IVF_PQ	L1024_m16_np2	16.93980547800311	24663732	0.15340464700420853	0.411231
IVF_PQ	L1024_m16_np4	16.93980547800311	24663732	0.24837426799786044	0.515762
IVF_PQ	L1024_m16_np8	16.93980547800311	24663732	0.417701971004135	0.589474
IVF_PQ	L1024_m16_np16	16.93980547800311	24663732	0.7702847820037277	0.630333
IVF_PQ	L1024_m16_np32	16.93980547800311	24663732	1.4093695010014926	0.648174
IVF_PQ	L1024_m16_np64	16.93980547800311	24663732	2.6879710809953394	0.653449
IVF_PQ	L1024_m32_np1	18.325522289997025	40663732	0.15148528800636996	0.302048
IVF_PQ	L1024_m32_np2	18.325522289997025	40663732	0.2346293209993746	0.441029
IVF_PQ	L1024_m32_np4	18.325522289997025	40663732	0.40588611099519767	0.577488
IVF_PQ	L1024_m32_np8	18.325522289997025	40663732	0.7518525539999246	0.683495
IVF_PQ	L1024_m32_np16	18.325522289997025	40663732	1.3584290919970954	0.747482
IVF_PQ	L1024_m32_np32	18.325522289997025	40663732	2.5834582329989644	0.77694
IVF_PQ	L1024_m32_np64	18.325522289997025	40663732	5.019517495995387	0.787325
IVF_PQ	L1024_m64_np1	20.4029687000002	72663732	0.2409212079946883	0.310225
IVF_PQ	L1024_m64_np2	20.4029687000002	72663732	0.40640840999549255	0.454915
IVF_PQ	L1024_m64_np4	20.4029687000002	72663732	0.7687121859999024	0.6112
IVF_PQ	L1024_m64_np8	20.4029687000002	72663732	1.4652794639987405	0.747737
IVF_PQ	L1024_m64_np16	20.4029687000002	72663732	2.758355402998859	0.842324
IVF_PQ	L1024_m64_np32	20.4029687000002	72663732	5.266108196999994	0.889946
IVF_PQ	L1024_m64_np64	20.4029687000002	72663732	10.242651746004412	0.90637
IVF_PQ	L2048_m16_np1	51.13386711599742	25196212	0.0907978550021653	0.251544
IVF_PQ	L2048_m16_np2	51.13386711599742	25196212	0.12208008199377218	0.364651
